sex,fb,email_domain,associations,words,badwords,abuse
,0,rambler.ru,17,2,0,0
,0,gmail.com,17,1,0,0
,0,gmail.com,17,2,5,0
F,1,gmail.com,17,1,1,0
F,1,mail.ru,17,0,2,1
F,1,list.ru,17,1,4,0
F,1,yandex.ru,17,1,4,0
F,1,gmail.com,17,2,2,0
F,1,gmail.com,17,0,2,0
M,1,gmail.com,17,0,0,0
M,1,inbox.ru,17,2,1,0
M,1,yandex.ru,17,0,0,0
,0,rambler.ru,17,0,0,1
M,1,gmail.com,17,0,0,0
M,1,mail.ru,17,0,0,0
,0,mail.ru,17,0,0,0
M,1,,17,3,8,0
,0,ya.ru,17,0,0,0
,0,yandex.ru,17,0,0,0
M,1,mail.ru,17,0,4,0
M,1,list.ru,17,1,0,0
,0,gmail.com,17,0,2,0
F,1,yandex.ru,17,0,0,0
F,1,mail.ru,17,0,0,0
,0,gmail.com,17,0,0,0
M,1,gmail.com,17,0,6,0
F,1,,17,1,6,0
F,1,mail.ru,17,0,0,0
,0,yandex.ru,17,0,0,0
M,1,gmail.com,17,0,2,0
M,1,mail.ru,17,0,0,0
F,1,ya.ru,17,1,2,0
,0,mail.ru,17,0,2,0
,0,mail.ru,17,0,0,0
F,1,yandex.ru,17,0,2,0
,0,mail.ru,17,0,0,0
M,1,,17,0,4,0
,0,mail.ru,17,1,0,0
F,1,mail.ru,17,0,0,0
M,1,gmail.com,17,0,0,0
M,1,yandex.ru,17,0,0,1
F,1,ukr.net,17,0,2,0
,0,graver.ua,17,0,1,0
F,1,gmail.com,17,0,0,0
M,1,hotmail.com,17,0,0,0
F,1,mail.ru,17,0,0,0
,0,gmail.com,17,1,0,0
F,1,mail.ru,17,0,0,0
,0,gmail.com,17,0,2,0
F,1,yandex.ru,17,0,0,0
F,1,ya.ru,17,0,0,0
M,1,gmail.com,17,0,5,0
M,1,gmail.com,17,0,7,0
M,1,mail.ru,17,0,0,0
,0,gmail.com,17,0,0,0
F,1,rambler.ru,17,0,0,0
M,1,gmail.com,17,0,3,0
,0,mail.ru,17,0,0,0
,0,rootfest.net,17,0,2,0
M,1,gmail.com,17,1,0,0
F,1,,17,0,2,0
M,1,yandex.ru,17,0,0,0
,0,gmail.com,17,0,3,0
,0,mail.ru,17,0,0,0
M,1,yandex.ru,17,0,0,0
,0,mail.ru,17,0,0,0
F,1,inbox.ru,17,0,0,0
,0,gmail.com,17,0,0,0
M,1,narod.ru,17,0,2,1
F,1,gmail.com,17,0,2,0
F,1,yandex.ru,17,0,0,0
,0,mail.ru,17,0,0,0
M,1,ya.ru,17,0,0,0
,0,nextsoft.org.ru,18,1,0,0
,0,mail.ru,18,1,5,0
M,1,hotmail.com,18,2,3,0
,0,rv3aca.ru,18,1,0,0
M,1,gmail.com,18,0,0,0
,0,mail.ru,18,0,0,0
,0,gmail.com,18,3,0,0
M,1,list.ru,18,0,0,0
F,1,gmail.com,18,0,0,0
M,1,gmail.com,18,0,0,0
,0,art.su,18,1,3,0
M,1,rambler.ru,18,0,2,0
M,1,me.com,18,0,0,0
F,1,gmail.com,18,1,0,0
M,1,mail.ru,18,0,4,0
M,1,gmail.com,18,0,4,0
M,1,mail.ru,18,0,2,0
,0,mail.ru,18,1,2,0
F,1,yandex.ru,18,1,0,0
,0,gmail.com,18,0,1,0
F,1,list.ru,18,0,0,0
,0,mail.ru,18,0,0,0
M,1,inbox.ru,18,0,14,0
,0,yandex.ru,18,0,4,0
,0,mail.ru,18,0,0,0
F,1,rambler.ru,18,0,4,0
M,1,mail.ru,18,0,2,0
F,1,gmail.com,18,0,0,0
F,1,mail.ru,18,1,6,0
,0,phystech.edu,18,0,2,0
M,1,,18,0,6,0
M,1,gmail.com,18,1,0,0
,0,gmail.com,18,0,4,0
F,1,,18,0,0,0
,0,yandex.ru,18,1,6,0
,0,mail.ru,18,0,0,0
M,1,ya.ru,18,0,0,0
F,1,gmail.com,18,0,0,0
M,1,,18,1,7,0
,0,gmail.com,18,1,1,0
F,1,ya.ru,18,0,0,0
M,1,yandex.ru,18,0,0,0
M,1,mail.ru,18,0,0,0
F,1,mail.ru,18,0,0,0
,0,rambler.ru,18,0,0,0
,0,gmail.com,18,0,0,0
F,1,,18,0,8,0
F,1,bk.ru,18,0,0,0
F,1,gmail.com,18,0,0,0
F,1,mail.ru,18,0,1,0
F,1,rambler.ru,18,0,2,0
M,1,gmail.com,18,0,0,0
,0,mail.ru,18,1,0,0
M,1,mail.ru,18,0,0,0
,0,mail.ru,18,0,2,0
F,1,yandex.ru,18,0,0,0
M,1,gmail.com,18,0,1,0
M,1,gmail.com,18,1,0,0
M,1,mail.ru,18,0,2,0
F,1,mail.ru,18,0,0,0
F,1,yandex.ru,18,0,0,0
F,1,gmail.com,18,0,0,0
,0,gmail.com,18,0,2,0
M,1,list.ru,18,0,4,0
F,1,,18,0,1,0
F,1,gmail.com,18,0,0,0
,0,ya.ru,18,0,0,0
F,1,ukr.net,18,0,0,0
,0,yandex.ru,18,0,4,0
F,1,bk.ru,18,0,0,0
,0,gmail.com,18,0,7,0
M,1,gmail.com,18,0,0,0
,0,mail.ru,18,0,1,0
M,1,,18,0,0,0
F,1,mail.ru,18,0,5,0
F,1,gmail.com,18,0,0,0
F,1,inbox.ru,18,0,5,0
F,1,,18,0,3,0
M,1,yandex.ru,18,0,4,0
M,1,,18,0,0,0
M,1,gmail.com,18,0,0,0
F,1,gmail.com,18,0,0,0
,0,yandex.ru,18,0,2,0
F,1,,18,0,10,0
F,1,mail.ru,18,0,1,0
,0,gmail.com,19,11,2,0
,0,gmail.com,19,0,0,0
,0,live.ru,19,1,0,1
,0,gmail.com,19,6,1,0
M,1,cln.ru,19,2,7,0
F,1,gmail.com,19,6,0,0
F,1,bk.ru,19,0,3,0
M,1,yandex.ru,19,0,0,0
,0,yandex.ru,19,0,0,0
,0,mail.ru,19,2,0,0
M,1,mail.ru,19,1,0,0
F,1,,19,0,4,0
,0,mail.ru,19,0,2,0
,0,gmail.com,19,0,0,0
M,1,gmail.com,19,0,0,0
,0,gmail.com,19,0,0,0
M,1,mail.ru,19,0,0,0
M,1,gmail.com,19,0,4,0
M,1,yandex.ru,19,1,0,0
F,1,gmail.com,19,1,0,0
F,1,ya.ru,19,0,0,0
,0,mail.ru,19,0,3,0
F,1,mail.ru,19,0,2,0
M,1,mail.ru,19,2,0,0
F,1,rambler.ru,19,4,2,0
,0,mail.ru,19,0,0,0
F,1,gmail.com,19,0,1,0
M,1,gmail.com,19,0,0,0
F,1,gmail.com,19,0,2,0
,0,yandex.ru,19,0,2,0
F,1,yandex.ru,19,0,2,0
,0,mail2000.ru,19,0,6,0
F,1,mail.ru,19,0,0,0
M,1,mail.ru,19,1,2,0
,0,yandex.com,19,0,2,0
,0,mail.ru,19,0,2,0
,0,mail.ru,19,2,2,1
M,1,mail.ru,19,0,0,0
F,1,mail.ru,19,0,0,0
,0,mail.ru,19,0,0,0
F,1,,19,1,2,0
F,1,gmail.com,19,0,2,0
,1,gmail.com,19,1,4,0
,0,gmail.com,19,1,0,0
F,1,gmail.com,19,0,0,0
F,1,rambler.ru,19,0,0,0
,0,inbox.ru,19,1,0,0
F,1,,19,0,0,0
M,1,mail.ru,19,1,0,0
M,1,mail.ru,19,2,3,0
M,1,gmail.com,19,0,0,0
,0,gmail.com,19,0,2,0
M,1,gmail.com,19,0,0,0
F,1,,19,0,0,0
F,1,yandex.ru,19,0,1,0
,0,gmail.com,19,0,2,0
M,1,gmail.com,19,0,2,0
M,1,gmail.com,19,1,0,0
,0,ukr.net,19,0,0,1
M,1,mail.ru,19,1,0,0
,0,gmail.com,19,0,0,0
M,1,wlab.by,19,0,0,0
M,1,bigmir.net,19,0,0,0
M,1,bk.ru,19,2,12,0
M,1,bk.ru,19,0,5,0
M,1,gmail.com,19,0,4,0
,0,gmail.com,19,0,4,0
,0,mail.ru,19,0,2,0
F,1,mail.ru,19,1,8,0
F,1,,19,0,0,0
F,1,,19,0,6,0
F,1,,19,0,2,0
,0,mail.ru,19,0,0,0
M,1,mail.ru,19,0,4,0
,0,gmail.com,19,0,2,0
F,1,mail.ru,19,0,0,0
,0,yandex.ru,19,0,1,0
F,1,yandex.ru,19,0,1,0
,0,mail.ru,19,0,0,0
,0,doanart.com,19,0,0,0
M,1,,19,0,0,0
F,1,gmail.com,19,0,2,0
M,1,gmail.com,19,0,2,0
,0,bk.ru,19,0,0,0
,0,mail.ru,19,0,0,0
F,1,gmail.com,19,0,0,0
,0,gmail.com,19,0,3,0
,0,p33.org,19,0,0,0
F,1,mail.ru,19,0,0,0
F,1,yandex.ru,19,0,1,0
F,1,yandex.ru,19,0,0,0
F,1,mail.ru,19,0,2,0
F,1,mail.ru,19,0,2,0
F,1,yandex.ru,19,0,1,0
F,1,ukr.net,19,0,0,0
,0,mail.ru,20,1,4,1
,0,gmail.com,20,1,4,0
,0,yandex.ru,20,4,0,0
,0,gmail.com,20,0,2,0
,0,mail.ru,20,1,0,0
F,1,mail.ru,20,0,0,0
,0,mail.ru,20,0,0,0
,0,mail.ru,20,1,14,0
F,1,,20,1,1,0
F,1,mail.ru,20,0,0,0
F,1,mail.ru,20,0,0,0
M,1,gmail.com,20,0,0,0
M,1,mail.ru,20,0,2,0
F,1,yandex.ru,20,0,0,0
F,1,mail.ru,20,0,0,0
,0,rambler.ru,20,0,0,0
F,1,gmail.com,20,1,0,0
,0,mail.ru,20,2,10,0
M,1,yandex.ru,20,0,1,0
M,1,gmail.com,20,1,2,0
,0,yandex.ru,20,0,1,0
F,1,gmail.com,20,2,0,0
,0,gmail.com,20,0,0,0
F,1,list.ru,20,0,6,0
,0,gmail.com,20,0,2,0
F,1,gmail.com,20,1,4,0
,0,mail.ru,20,1,2,0
,0,mail.ru,20,0,2,0
M,1,gmail.com,20,0,10,0
M,1,propellerads.com,20,0,4,0
,0,mail.ru,20,0,5,0
F,1,yandex.ru,20,1,1,0
,0,mail.ru,20,0,0,0
,0,gmail.com,20,1,0,0
,0,yandex.ru,20,0,1,0
M,1,mail.ru,20,0,5,0
M,1,bk.ru,20,1,4,0
M,1,bmail.ru,20,0,0,0
M,1,gmail.com,20,0,0,0
,0,gmail.com,20,0,1,0
M,1,mail.ru,20,2,0,0
M,1,i.ua,20,0,2,0
,0,mail.ru,20,0,2,0
M,1,mail.ru,20,1,2,0
F,1,gmail.com,20,1,4,0
,0,gmail.com,20,0,4,0
M,1,yandex.ru,20,0,2,0
F,1,mail.ru,20,0,4,0
M,1,yandex.ru,20,0,0,0
F,1,yandex.ru,20,1,1,0
F,1,gmail.com,20,0,0,0
F,1,yandex.ru,20,0,2,0
M,1,,20,0,3,0
F,1,mail.ru,20,0,0,0
M,1,gmail.com,20,0,0,0
,0,gmail.com,20,0,0,0
M,1,mail.ru,20,0,2,0
F,1,gmail.com,20,0,0,0
F,1,,20,0,2,0
,0,mail.ru,20,1,0,0
,0,gmail.com,20,0,0,0
F,1,gmail.com,20,1,8,0
M,1,gmail.com,20,0,3,0
F,1,mail.ru,20,1,0,0
F,1,,20,0,2,0
,0,mail.ru,20,0,0,0
F,1,yandex.ru,20,0,2,0
,0,inbox.ru,20,1,8,0
,0,gmail.com,20,0,0,0
F,1,mail.ru,20,0,2,0
F,1,me.com,20,0,0,0
,0,mail.ru,20,0,0,0
F,1,mail.ru,20,0,1,0
,0,gmail.com,20,0,1,0
,0,gmail.com,20,0,0,0
F,1,yandex.ru,20,0,0,0
,0,bk.ru,20,0,0,0
M,1,mail.ru,20,0,0,0
F,1,mail.ru,20,0,3,0
M,1,list.ru,20,0,4,0
,0,yandex.ru,20,0,1,0
F,1,,20,0,4,0
F,1,mail.ru,20,1,3,0
M,1,gmail.com,20,0,0,0
F,1,,20,0,4,0
,0,inbox.lv,20,1,2,0
,0,mail.ru,20,0,0,0
M,1,mail.ru,20,0,2,0
,0,bk.ru,21,17,10,0
,0,gmail.com,21,0,0,0
M,1,gmail.com,21,10,16,0
F,1,yandex.ru,21,1,0,0
,0,mail.ru,21,2,2,0
F,1,mail.ru,21,0,0,0
M,1,yandex.ru,21,1,0,0
,0,dommalera.ru,21,1,1,0
,0,ya.ru,21,1,0,0
,0,mailspeed.ru,21,0,0,0
M,1,pro-linia.ru,21,2,2,0
,0,yandex.ru,21,0,0,0
,0,mail.ru,21,0,0,0
M,1,gmail.com,21,0,3,0
M,1,mail.ru,21,0,0,0
F,1,yandex.ru,21,1,0,0
M,1,gmail.com,21,0,0,0
M,1,mail.ru,21,0,0,0
M,1,mail.ru,21,1,1,0
M,1,mail.ru,21,0,0,1
F,1,gmail.com,21,1,0,0
F,1,mail.ru,21,0,0,0
M,1,gmail.com,21,0,0,0
M,1,gmail.com,21,0,0,0
,0,gmail.com,21,0,2,0
F,1,bk.ru,21,0,0,0
F,1,inbox.ru,21,0,0,0
,0,mail.ru,21,0,0,0
F,1,,21,0,0,0
F,1,mail.ru,21,0,0,0
F,1,yandex.ru,21,1,2,0
,0,yandex.ru,21,0,0,1
,0,gmail.com,21,0,0,0
,0,gmail.com,21,0,0,0
F,1,mail.ru,21,1,0,0
F,1,mail.ru,21,0,0,0
M,1,gmail.com,21,0,2,0
,0,mail.ru,21,0,0,0
F,1,rambler.ru,21,0,2,0
,0,mail.ru,21,0,0,0
,0,yandex.ru,21,0,0,0
F,1,gmail.com,21,1,2,0
,0,mail.ru,21,1,0,2
F,1,inbox.ru,21,0,0,0
F,1,,21,0,0,0
M,1,mail.ru,21,0,1,0
,0,mail.ru,21,0,2,0
M,1,gmail.com,21,0,0,0
,0,mail.ru,21,1,0,0
F,1,abcmebel.ru,21,0,0,1
F,1,bk.ru,21,0,0,0
,0,gmail.com,21,0,0,0
M,1,,21,1,2,0
F,1,mail.ru,21,0,0,0
M,1,mail.ru,21,0,3,0
F,1,gmail.com,21,0,0,0
F,1,bk.ru,21,1,4,0
F,1,mail.ru,21,1,2,0
M,1,mail.ru,21,0,8,0
M,1,gmail.com,21,0,0,0
F,1,gmail.com,21,0,0,0
M,1,mail.ru,21,1,3,0
F,1,yandex.ru,21,0,0,0
,0,mail.ru,21,0,13,0
M,1,,21,0,0,0
M,1,gmail.com,21,0,0,0
F,1,mail.ru,21,0,6,0
F,1,,21,1,2,0
,0,mail.ru,21,0,5,0
F,1,,21,0,2,0
M,1,ya.ru,21,0,1,0
F,1,mail.ru,21,0,0,0
,0,ya.ru,21,0,0,0
M,1,gmail.com,21,0,0,0
,0,yandex.ru,21,1,5,0
M,1,,21,0,0,0
,0,gmail.com,22,1,0,0
F,0,gmail.com,22,2,4,0
,0,gmail.com,22,0,5,0
,0,mail.ru,22,0,6,0
,0,ya.ru,22,4,7,0
M,1,gmail.com,22,0,14,1
M,1,gmail.com,22,0,6,0
F,1,yandex.ru,22,0,0,0
M,1,yandex.ru,22,3,0,0
M,1,mail.ru,22,3,7,0
F,1,yandex.ru,22,0,0,0
M,1,,22,0,0,0
M,1,rambler.ru,22,0,3,0
M,1,me.com,22,0,0,0
,0,gmail.com,22,3,0,0
M,1,gmail.com,22,1,2,0
M,1,mail.ru,22,0,0,0
F,1,yahoo.com,22,0,0,0
F,1,ukr.net,22,0,2,0
,0,gmail.com,22,0,2,0
M,1,gmail.com,22,0,2,0
,0,ukr.net,22,1,0,0
,0,mail.ru,22,0,2,0
M,1,mail.ru,22,1,2,0
M,1,gmail.com,22,0,0,0
F,1,mail.ru,22,0,0,0
,0,gmail.com,22,1,4,0
,0,mail.ru,22,1,0,0
F,1,gmail.com,22,0,2,0
M,1,yandex.ru,22,1,0,0
M,1,mail.ru,22,0,2,0
F,1,gmail.com,22,0,0,0
F,1,mail.ru,22,0,2,0
M,1,rambler.ru,22,0,0,0
F,1,gmail.com,22,0,6,0
M,1,hotmail.com,22,0,0,0
M,1,yandex.ru,22,0,0,0
F,1,rambler.ru,22,0,12,0
M,1,ya.ru,22,1,12,0
,0,mail.ru,22,0,6,0
F,1,mail.ru,22,0,2,0
,0,yandex.ru,22,1,2,0
F,1,gmail.com,22,1,4,0
,0,gmail.com,22,0,42,0
F,1,yandex.ru,22,1,5,0
F,1,gmail.com,22,1,0,0
M,1,mail.ru,22,0,0,0
M,1,mail.ru,22,1,0,0
F,1,mail.ru,22,0,0,0
,0,yandex.ru,22,0,2,0
,0,gmail.com,22,0,2,0
M,1,gmail.com,22,0,2,0
F,1,gmail.com,22,0,0,0
,0,gmail.com,22,0,0,0
,0,gmail.com,22,0,0,0
M,1,gmail.com,22,1,4,0
,0,mail.ru,22,0,1,0
M,1,gmail.com,22,0,2,0
F,1,gmail.com,22,0,2,0
,0,mail.ru,22,0,0,0
M,1,gmail.com,22,0,0,0
M,1,mail.ru,22,0,1,0
F,1,gmail.com,22,1,0,0
F,1,mail.ru,22,0,0,0
F,1,gmail.com,22,0,2,0
,0,mail.ru,22,0,2,0
F,1,gmail.com,22,0,3,0
M,1,bk.ru,22,1,0,1
,0,gmail.com,22,0,0,0
F,1,pochtamt.ru,22,0,1,0
F,1,gmail.com,22,0,0,0
,0,mail.ru,22,0,4,0
,0,mail.ru,22,0,0,0
,0,yandex.ru,22,0,0,0
F,1,gmail.com,22,0,0,0
,0,yandex.ru,22,0,1,0
F,1,mail.ru,22,0,0,0
F,1,mail.ru,22,0,0,0
,0,rambler.ru,22,0,1,0
M,1,gmail.com,22,0,0,0
,0,mail.ru,22,1,2,0
,0,gmail.com,22,1,0,0
,0,ultra-guard.ru,22,1,5,0
M,1,yandex.ru,22,0,2,0
M,1,yandex.ru,22,0,2,1
M,1,mail.ru,22,0,2,0
,0,gmail.com,23,1,6,1
,0,list.ru,23,0,1,0
,0,gmail.com,23,1,2,0
F,1,gmail.com,23,4,7,0
,0,ya.ru,23,1,0,0
M,1,gmail.com,23,0,0,0
,0,yandex.ru,23,0,0,0
F,1,yandex.ru,23,7,7,1
,0,mail.ru,23,0,0,0
M,1,gmail.com,23,1,0,0
,0,mail.ru,23,0,0,0
,0,gmail.com,23,2,6,0
M,1,ya.ru,23,1,2,0
M,1,ukr.net,23,0,0,0
,0,mail.ru,23,0,6,0
F,1,mail.ru,23,1,0,0
M,1,ya.ru,23,0,0,1
M,1,gmail.com,23,2,2,0
F,1,mail.ru,23,1,2,0
F,1,bk.ru,23,1,2,0
F,1,mail.ru,23,0,0,0
,0,yandex.ru,23,1,0,0
F,1,gmail.com,23,0,0,0
F,1,gmail.com,23,0,0,0
,0,gmail.com,23,1,8,0
M,1,mail.ru,23,0,1,0
M,1,gmail.com,23,1,1,0
M,1,mail.ru,23,0,2,0
,0,gmail.com,23,0,4,0
F,1,yandex.ru,23,0,0,0
F,1,gmail.com,23,0,0,0
,0,gmail.com,23,0,2,0
F,1,inbox.ru,23,0,2,0
F,1,gmail.com,23,0,0,0
,0,mail.ru,23,0,6,0
F,1,mail.ru,23,1,0,0
F,1,,23,0,2,0
,0,gmail.com,23,1,0,0
,0,mail.ru,23,0,0,0
F,1,gmail.com,23,1,3,0
F,1,inbox.ru,23,0,0,0
,0,stexsy.com,23,0,13,2
M,1,gmail.com,23,0,3,0
M,1,mail.ru,23,1,0,0
M,1,mail.ru,23,1,0,1
,0,mail.ru,23,0,0,0
M,1,gmail.com,23,0,0,0
F,1,mail.ru,23,0,2,0
F,1,,23,0,0,0
,0,inbox.ru,23,0,2,0
F,1,inbox.ru,23,0,0,0
,0,mail.ru,23,1,0,0
M,1,gmail.com,23,0,0,0
,0,mail.ru,23,0,1,0
,0,yandex.ru,23,1,1,0
F,1,mail.ru,23,0,4,0
M,1,mail.ru,23,0,0,0
F,1,mail.ru,23,0,0,0
F,1,mail.ru,23,0,0,0
,0,mail.ru,23,1,0,0
M,1,gmail.com,23,0,2,0
,0,mail.ru,23,0,1,0
F,1,pochta.ru,23,0,1,0
M,1,gimpala.me,23,0,1,0
F,1,gmail.com,23,1,2,0
M,1,inbox.ru,23,1,0,0
,0,mail.ru,23,0,0,0
F,1,yandex.ru,23,1,2,0
,0,mail.ru,24,2,1,0
F,1,ya.ru,24,1,3,0
F,1,rambler.ru,24,1,0,0
F,1,gmail.com,24,2,4,0
F,1,mail.ru,24,2,2,0
,0,mail.ru,24,1,0,0
,0,hotmail.ru,24,0,0,0
M,1,gmail.com,24,1,0,0
,0,yandex.ru,24,0,6,0
F,1,gmail.com,24,0,0,0
M,1,,24,1,0,0
,0,gmail.com,24,0,4,0
F,1,mail.ru,24,1,6,0
M,1,bk.ru,24,0,2,0
,0,kikauto.com.ua,24,0,1,0
,0,gmail.com,24,0,2,0
,0,ngs.ru,24,0,2,0
M,1,,24,1,2,0
M,1,gmail.com,24,2,0,0
F,1,mail.ru,24,0,2,0
M,1,yandex.ru,24,1,2,0
,0,mail.ru,24,1,2,0
F,1,bk.ru,24,2,2,0
F,1,,24,0,0,0
,0,mail.ru,24,1,4,0
F,1,gmail.com,24,0,2,0
M,1,,24,0,3,0
F,1,,24,0,5,0
M,1,,24,0,3,0
M,1,mail.ru,24,0,0,0
F,1,mail.ru,24,0,0,0
M,1,mail.ru,24,0,2,0
,0,gmail.com,24,2,19,0
M,1,gmail.com,24,0,2,0
,0,gmail.com,24,0,0,0
M,1,bk.ru,24,1,5,0
M,1,gmail.com,24,0,0,0
M,1,mail.ru,24,0,0,0
,0,gmail.com,24,0,0,0
,0,mail.ru,24,0,6,0
,0,yandex.ru,24,0,0,0
F,1,mail.ru,24,1,2,1
,0,yandex.ru,24,0,0,0
,0,mail.ru,24,0,0,0
,0,yandex.ru,24,0,0,0
,0,gmail.com,24,1,1,0
M,1,yandex.ru,24,0,0,0
M,1,yandex.ru,24,1,4,0
F,1,mail.ru,24,0,0,0
F,1,,24,0,1,0
,0,gmail.com,24,1,0,0
M,1,mail.ru,24,0,0,0
,0,mail.ru,24,0,0,0
M,1,nm.ru,24,0,0,0
F,1,ukr.net,24,0,11,0
,0,gmail.com,24,0,0,0
F,1,mail.ru,24,2,1,0
F,1,,24,0,0,0
F,1,mail.ru,24,0,0,0
,0,ya.ru,24,0,0,0
,0,mail.ru,24,0,2,0
M,1,gmail.com,24,0,0,1
,0,gmail.com,24,0,8,0
,0,mail.ru,24,0,3,0
M,0,bk.ru,25,17,4,0
,0,gmail.com,25,0,0,1
,0,gmail.com,25,3,6,0
,0,gmail.com,25,1,0,0
,0,mail.ru,25,2,0,1
,0,mail.ru,25,0,0,0
,0,mail.ru,25,2,4,0
,0,list.ru,25,1,4,0
M,1,mail.ru,25,0,1,0
,0,yandex.ru,25,0,0,0
,0,mail.ru,25,2,0,1
F,1,mail.ru,25,0,0,0
,0,mail.ru,25,3,2,0
M,1,gmail.com,25,2,3,0
F,1,mail.ru,25,0,0,0
M,1,mail.ru,25,1,0,0
M,1,mail.ru,25,0,4,0
,0,mail.ru,25,0,2,0
M,1,gmail.com,25,0,10,0
,0,mail.ru,25,1,0,0
M,1,gmail.com,25,1,2,0
,0,yandex.ru,25,0,0,0
,0,mail.ru,25,0,0,0
,0,yandex.ru,25,2,3,0
F,1,mail.ru,25,1,6,0
F,1,rambler.ru,25,0,0,0
,0,yandex.ru,25,0,2,0
,0,gmail.com,25,0,2,0
,0,freeletter.me,25,0,0,0
,0,list.ru,25,0,12,0
M,1,gmail.com,25,0,0,0
M,1,gmail.com,25,0,4,0
,0,mail.ru,25,0,2,0
F,1,gmail.com,25,0,1,0
F,1,ngs.ru,25,0,0,0
F,1,mail.ru,25,0,0,0
F,1,gmail.com,25,1,4,0
F,1,gmail.com,25,0,1,0
F,1,yandex.ru,25,0,0,0
M,1,mail.ru,25,0,0,0
F,1,mail.ru,25,0,0,0
M,1,gmail.com,25,0,2,0
F,1,mail.ru,25,0,2,0
M,1,gmail.com,25,0,2,0
M,1,mail.ru,25,0,2,0
M,1,mail.ru,25,1,5,0
,0,mail.ru,25,1,0,0
M,1,gmail.com,25,1,10,0
M,1,,25,0,4,0
,0,mail.ru,25,0,0,0
,0,yandex.ru,25,0,0,0
M,1,yandex.ru,25,1,8,0
F,1,ya.ru,25,0,4,0
M,1,,25,0,11,0
M,1,yandex.ru,25,0,3,0
M,1,gmail.com,25,0,1,0
,0,mail.ru,25,1,2,0
M,1,bk.ru,25,0,4,0
M,1,yandex.by,25,0,2,0
F,1,mail.ru,25,0,0,0
,0,list.ru,25,1,2,0
F,1,,25,0,4,0
F,1,mail.ru,25,0,0,0
M,1,list.ru,25,0,0,0
F,1,mail.ru,25,0,0,0
M,1,mail.ru,25,1,2,0
,0,ukr.net,25,0,0,0
F,1,mail.ru,25,0,0,0
M,0,gmail.com,26,5,1,0
,0,al.en.cx,26,1,3,0
,0,yandex.ru,26,7,3,0
,0,fromru.com,26,0,2,0
M,1,gmail.com,26,0,0,0
M,1,datakit.ru,26,5,0,0
F,1,gmail.com,26,1,0,0
,0,mail.ru,26,1,0,0
,0,mail.ru,26,0,2,0
M,1,mail.ru,26,0,0,0
M,1,yandex.ru,26,2,10,0
M,1,mail.ru,26,2,8,0
M,1,gmail.com,26,2,0,0
M,1,bk.ru,26,2,0,0
,0,mail.ru,26,0,2,0
,0,gmail.com,26,0,0,0
M,1,gmail.com,26,0,0,0
M,1,gmail.com,26,2,0,0
,0,yandex.ru,26,0,0,0
M,1,gmail.com,26,0,2,0
,1,mail.ru,26,0,2,0
,0,mail.ru,26,0,0,0
F,1,mail.ru,26,0,0,0
,0,profipromsk.ru,26,0,0,0
M,1,mail.ru,26,0,5,0
M,1,yandex.ru,26,3,4,0
F,1,yandex.ru,26,1,0,0
,0,rambler.ru,26,1,4,0
,0,gmail.com,26,0,0,0
M,1,mail.ru,26,0,6,0
M,1,mail.ru,26,1,2,0
F,1,yandex.ru,26,0,4,0
M,1,mail.ru,26,0,4,0
F,1,mail.ru,26,0,2,0
M,1,ukr.net,26,0,0,0
M,1,yandex.ru,26,0,0,0
,0,gmail.com,26,0,2,0
,0,gmail.com,26,0,0,0
M,1,gmail.com,26,0,0,0
M,1,nese.lt,26,1,0,0
F,1,,26,0,0,0
F,1,,26,0,7,0
F,1,yandex.ru,26,0,1,0
F,1,,26,0,1,1
F,1,mail.ru,26,0,2,0
F,1,yandex.ru,26,1,1,0
M,1,inbox.ru,26,0,1,0
,0,gmail.com,26,2,8,0
M,1,gmail.com,26,1,4,0
,0,mail.ru,26,0,2,0
,0,gmail.com,26,0,0,0
,0,rambler.ru,26,0,0,0
,0,mail.ru,26,0,0,0
,0,rambler.ru,26,0,0,0
M,1,gmail.com,26,0,2,2
F,1,gmail.com,26,0,0,0
,0,gmail.com,26,0,0,0
,0,me.com,26,0,4,0
M,1,gmail.com,26,0,7,0
F,1,mail.ru,26,0,0,0
F,1,mail.ru,26,0,0,0
F,1,yandex.ru,26,0,0,0
,0,gmail.com,26,0,1,0
M,1,rambler.ru,26,0,0,0
M,1,,26,2,7,0
,0,mail.ru,26,1,0,0
,0,mail.ru,26,0,4,0
M,1,gmail.com,26,0,0,0
M,1,rambler.ru,26,0,0,0
M,1,,26,0,2,0
,0,mail.ru,26,0,1,0
F,1,,26,0,0,0
F,1,list.ru,26,0,2,0
,0,gmail.com,26,0,2,0
,0,mail.ru,26,1,3,0
F,1,mail.ru,26,0,1,0
F,1,gmail.com,26,0,1,0
,0,yandex.ru,26,1,0,0
,0,gmail.com,26,0,0,0
M,1,inbox.ru,26,0,2,0
F,1,mail.ru,26,0,0,0
M,1,mail.ru,26,0,1,0
F,1,gmail.com,26,0,3,0
M,0,gmail.com,27,6,1,0
,0,gmail.com,27,2,14,0
,0,gmail.com,27,1,2,0
,0,gmail.com,27,2,0,0
,0,mail.ru,27,0,0,0
M,1,redkeds.com,27,1,0,0
M,1,gmail.com,27,1,1,0
M,1,gmail.com,27,1,2,0
F,1,mail.ru,27,0,0,0
M,1,bigmir.net,27,1,3,0
,0,tut.by,27,6,8,0
F,1,gmail.com,27,1,0,0
